location,period,sex,inc_resp,inc_HIV,inc_ETS,inc_hep,inc_tub,total_inc
Dominican Republic,2000,Male,6.243,0.6656,5.6438,1.3512,0.6483,27.0544
Dominican Republic,2000,Female,12.3087,0.7198,3.4837,0.4923,0.3474,28.2723
Ecuador,2020,Both sexes,14.3834,0.3279,5.2147,0.5658,0.7451,40.0095
Ecuador,2020,Male,6.8123,0.109,3.2294,1.043,0.6354,23.1837
Ecuador,2020,Female,5.665,0.7511,4.5429,0.9747,0.3923,21.5007
Ecuador,2015,Both sexes,12.4112,0.5821,4.6594,1.564,0.1228,31.2697
Ecuador,2015,Male,10.7447,0.8525,1.8698,1.2873,0.7751,29.6435
Ecuador,2015,Female,13.4183,0.8392,2.8061,0.9598,0.2933,31.2755
Ecuador,2010,Both sexes,6.3977,0.859,4.1865,0.5903,0.851,30.8077
Ecuador,2010,Male,12.9527,0.5366,1.3535,0.6856,0.4783,25.6569
Ecuador,2010,Female,7.0163,0.4003,2.8077,1.2784,0.6194,31.6509
Ecuador,2005,Both sexes,6.6366,0.8124,3.674,1.0198,0.8857,29.5446
Ecuador,2005,Male,6.6427,0.5062,5.9811,1.1754,0.8773,24.806
Ecuador,2005,Female,13.1457,0.2651,3.3727,0.5902,0.4344,33.2588
Ecuador,2000,Both sexes,11.652,0.8695,5.0803,1.4269,0.288,39.2795
Ecuador,2000,Male,10.2307,0.8943,3.1603,1.7493,0.7976,35.8199
Ecuador,2000,Female,8.5883,0.5197,4.982,0.7385,0.4898,30.5252
Egypt,2020,Both sexes,13.772,0.1681,3.9771,1.1356,0.2728,26.9609
Egypt,2020,Male,8.9245,0.449,5.433,1.9584,0.914,26.5595
Egypt,2020,Female,13.166,0.8232,3.0547,0.8665,0.2783,28.8742
Egypt,2015,Both sexes,9.3913,0.9116,4.0215,1.3116,0.1232,30.2906
Egypt,2015,Male,8.7694,0.2831,4.1501,0.4533,0.1183,26.5293
Egypt,2015,Female,9.6268,0.1603,3.0869,1.3302,0.6601,25.7607
Egypt,2010,Both sexes,8.0138,0.8896,1.7216,0.4524,0.6955,21.4125
Egypt,2010,Male,12.4761,0.4505,1.4678,1.9307,0.3799,23.9496
Egypt,2010,Female,10.0272,0.5876,1.0834,1.5166,0.388,29.7942
Egypt,2005,Both sexes,7.3221,0.9713,5.3677,1.6399,0.4055,24.6373
Egypt,2005,Male,13.9957,0.1599,2.1824,1.497,0.7121,25.0629
Egypt,2005,Female,8.8389,0.6835,2.0575,1.3025,0.1523,21.8194
Egypt,2000,Both sexes,10.4355,0.1667,4.6802,1.0649,0.9362,23.8691
Egypt,2000,Male,14.0647,0.4379,2.6001,1.7592,0.3003,36.1613
Egypt,2000,Female,11.2424,0.8234,3.5302,1.9266,0.9997,27.3082
El Salvador,2020,Both sexes,6.169,0.4901,1.8126,1.1484,0.2544,17.0357
El Salvador,2020,Male,14.3983,0.9975,5.7987,1.8836,0.7944,33.035
El Salvador,2020,Female,11.2771,0.6032,5.2579,1.2917,0.3011,37.6342
El Salvador,2015,Both sexes,8.3491,0.389,5.3189,1.2153,0.1728,29.632
El Salvador,2015,Male,6.3927,0.2981,3.0339,1.0726,0.8874,28.9749
El Salvador,2015,Female,12.9403,0.4155,4.8118,0.6558,0.8729,38.3835
El Salvador,2010,Both sexes,11.2007,0.4353,1.7194,0.3063,0.4632,32.3707
El Salvador,2010,Male,10.3346,0.1618,1.0431,0.7106,0.7322,29.3156
El Salvador,2010,Female,13.9389,0.4326,1.0999,1.1665,0.6014,28.2348
El Salvador,2005,Both sexes,12.886,0.5178,3.933,0.9459,0.8677,32.5557
El Salvador,2005,Male,6.5167,0.7505,3.277,1.0624,0.3836,22.0041
El Salvador,2005,Female,8.1172,0.6911,3.5901,1.9671,0.5713,24.2982
El Salvador,2000,Both sexes,7.4849,0.7379,1.0373,0.8955,0.5368,23.5543
El Salvador,2000,Male,12.4395,0.1075,3.1134,1.0687,0.4185,24.7552
El Salvador,2000,Female,5.3353,0.2959,4.5903,0.527,0.9023,29.5347
Equatorial Guinea,2020,Both sexes,10.6989,0.6955,3.2135,0.3815,0.2493,27.8751
Equatorial Guinea,2020,Male,12.6246,0.5356,4.6611,1.6182,0.2346,38.1111
Equatorial Guinea,2020,Female,13.7677,0.1048,2.1651,1.2702,0.6192,24.6149
Equatorial Guinea,2015,Both sexes,8.4208,0.824,5.0657,1.5932,0.6917,24.0071
Equatorial Guinea,2015,Male,13.2126,0.7955,3.9422,0.5548,0.2752,30.5364
Equatorial Guinea,2015,Female,6.1063,0.5936,2.0538,1.2721,0.4516,24.8859
Equatorial Guinea,2010,Both sexes,13.4645,0.1598,2.1836,0.7312,0.9519,32.2712
Equatorial Guinea,2010,Male,6.2749,0.7899,4.1402,0.6877,0.322,30.8207
Equatorial Guinea,2010,Female,8.9729,0.6253,5.1497,0.3196,0.7015,33.1391
Equatorial Guinea,2005,Both sexes,12.973,0.8038,3.0781,0.5216,0.7661,33.6675
Equatorial Guinea,2005,Male,6.4992,0.7766,2.2915,0.8258,0.5033,23.8756
Equatorial Guinea,2005,Female,7.2925,0.8227,5.3351,0.4987,0.9438,27.2383
Equatorial Guinea,2000,Both sexes,12.2225,0.5662,4.3463,1.976,0.763,33.1726
Equatorial Guinea,2000,Male,12.2004,0.2263,3.2404,0.8247,0.5121,34.187
Equatorial Guinea,2000,Female,11.4115,0.704,3.4395,0.5216,0.6124,26.0476
Eritrea,2020,Both sexes,11.9395,0.6584,2.0213,0.6384,0.7234,34.2405
Eritrea,2020,Male,10.4272,0.768,4.134,1.2991,0.633,27.871
Eritrea,2020,Female,7.518,0.2529,2.7937,0.4089,0.8908,21.3454
Eritrea,2015,Both sexes,8.457,0.2755,5.9782,1.7661,0.4212,34.4572
Eritrea,2015,Male,6.816,0.9014,3.4009,1.9345,0.3699,28.6832
Eritrea,2015,Female,14.0845,0.775,3.4294,0.7195,0.2925,35.4469
Eritrea,2010,Both sexes,10.8339,0.9174,3.8293,1.0652,0.134,34.3497
Eritrea,2010,Male,9.0085,0.7828,5.5838,0.3376,0.1387,27.3296
Eritrea,2010,Female,9.6201,0.6374,5.0041,1.3892,0.883,30.1673
Eritrea,2005,Both sexes,14.4728,0.6887,3.2557,1.0037,0.7106,33.142
Eritrea,2005,Male,6.5335,0.9002,4.5935,0.7591,0.6945,25.1518
Eritrea,2005,Female,10.8623,0.6209,3.9312,0.6516,0.6532,24.615
Eritrea,2000,Both sexes,10.0589,0.6692,3.4618,1.4118,0.8643,23.452
Eritrea,2000,Male,11.1145,0.2408,1.9616,1.0076,0.5322,24.3251
Eritrea,2000,Female,5.1811,0.5265,3.3197,0.6054,0.8834,30.3746
Estonia,2020,Both sexes,7.2327,0.1103,1.1145,0.3601,0.0847,10.1546
Estonia,2020,Male,7.5927,0.0479,2.7871,0.3043,0.1868,14.5632
Estonia,2020,Female,5.3908,0.0383,1.3385,0.4364,0.1458,10.5538
Estonia,2015,Both sexes,6.1799,0.0539,2.8807,0.1029,0.0663,10.776
Estonia,2015,Male,7.535,0.0438,1.8326,0.4035,0.1215,13.3501
Estonia,2015,Female,6.2434,0.0401,2.0789,0.3531,0.1159,10.6519
Estonia,2010,Both sexes,2.9152,0.0695,1.8574,0.1018,0.0448,8.5657
Estonia,2010,Male,5.4577,0.1371,0.8235,0.3627,0.1264,10.8731
Estonia,2010,Female,5.6403,0.081,1.4396,0.2487,0.0767,12.2449
Estonia,2005,Both sexes,4.5448,0.0363,0.7479,0.4752,0.0294,9.2712
Estonia,2005,Male,6.4187,0.0208,2.0574,0.1137,0.1908,13.3237
Estonia,2005,Female,7.6062,0.1075,1.6172,0.3393,0.1355,11.3927
Estonia,2000,Both sexes,7.5534,0.0636,2.445,0.2219,0.1778,14.9275
Estonia,2000,Male,4.705,0.1251,1.0512,0.4806,0.1417,8.1493
Estonia,2000,Female,2.6794,0.1023,0.9114,0.1985,0.0843,6.0699
Eswatini,2020,Both sexes,24.7423,12.1474,6.657,4.8487,2.8071,102.5617
Eswatini,2020,Male,22.2613,4.8072,11.3393,4.6059,3.5409,89.2781
Eswatini,2020,Female,10.1193,10.693,9.3938,2.0815,4.8211,76.3716
Eswatini,2015,Both sexes,23.6543,4.6969,6.7703,4.2142,1.6415,92.1261
Eswatini,2015,Male,22.7882,14.147,7.6554,4.9824,4.4374,81.2898
Eswatini,2015,Female,16.8202,9.9092,3.7579,2.0107,4.6584,93.8592
Eswatini,2010,Both sexes,18.0517,5.5432,11.8612,2.7471,3.5169,69.0074
Eswatini,2010,Male,14.783,4.7732,8.9977,3.0807,4.6907,62.1161
Eswatini,2010,Female,8.9309,3.673,5.5686,2.1797,2.2905,54.6256
Eswatini,2005,Both sexes,13.6984,10.725,8.2723,1.0611,4.7886,87.0664
Eswatini,2005,Male,21.6485,4.062,3.9853,1.8805,3.6625,68.7954
Eswatini,2005,Female,8.0787,9.3342,11.6925,2.1277,0.689,79.999
Eswatini,2000,Both sexes,13.6695,4.7049,4.5731,2.7744,4.5809,85.2847
Eswatini,2000,Male,14.7689,10.2676,8.8323,1.6844,2.6801,97.9764
Eswatini,2000,Female,17.1357,12.4092,5.2091,4.493,2.5715,95.5992
Ethiopia,2020,Both sexes,23.6375,11.8924,9.4581,3.8196,3.0491,105.2595
Ethiopia,2020,Male,13.8879,11.6519,9.9914,1.3408,1.1722,72.0213
Ethiopia,2020,Female,13.8982,3.6281,9.0608,3.6004,2.6112,60.3033
Ethiopia,2015,Both sexes,20.5375,2.2374,8.5305,3.6146,4.2401,93.2848
Ethiopia,2015,Male,15.6877,10.7853,11.0322,4.8249,0.5697,102.0488
Ethiopia,2015,Female,11.8183,6.1569,3.7076,1.0121,1.7281,52.0789
Ethiopia,2010,Both sexes,15.6915,7.0528,5.9782,1.9917,0.511,88.1228
Ethiopia,2010,Male,10.3946,1.4361,5.2346,4.7112,2.3707,67.8109
Ethiopia,2010,Female,10.9986,4.6341,11.8921,4.7285,3.7774,75.032
Ethiopia,2005,Both sexes,16.4723,1.4715,6.5045,3.8823,4.0945,69.2279
Ethiopia,2005,Male,15.1217,13.3086,9.5935,4.0631,4.7534,106.2984
Ethiopia,2005,Female,23.5524,4.4076,9.1625,1.3659,3.2383,70.6156
Ethiopia,2000,Both sexes,14.1607,8.8027,4.9087,3.0555,1.6458,51.0167
Ethiopia,2000,Male,17.87,1.5457,5.151,1.9263,4.6587,73.3684
Ethiopia,2000,Female,18.7485,10.3359,5.5316,1.7249,3.9889,84.4714
Fiji,2020,Both sexes,5.1309,0.3907,3.0556,1.6775,0.617,23.9339
Fiji,2020,Male,11.6354,0.9081,2.1716,0.5296,0.7261,32.1373
Fiji,2020,Female,6.7804,0.8993,1.0983,1.0967,0.9319,16.493
Fiji,2015,Both sexes,14.6107,0.3928,5.397,1.8956,0.7412,42.0417
Fiji,2015,Male,6.4866,0.9109,5.828,0.6159,0.4315,27.6403
Fiji,2015,Female,9.1462,0.9965,2.7079,1.9626,0.7417,21.2911
Fiji,2010,Both sexes,5.8535,0.8429,2.6925,1.9903,0.1363,31.4094
Fiji,2010,Male,14.9687,0.8604,1.0355,1.2445,0.4478,24.0408
Fiji,2010,Female,10.022,0.3241,4.4013,0.5892,0.4657,32.6524
Fiji,2005,Both sexes,10.9539,0.619,5.1272,0.8374,0.2502,29.6071
Fiji,2005,Male,5.6708,0.1605,1.733,1.0216,0.1208,18.6574
Fiji,2005,Female,12.4996,0.1854,1.7983,0.8259,0.22,29.0949
Fiji,2000,Both sexes,7.0991,0.999,4.9504,0.7771,0.6892,25.8276
Fiji,2000,Male,13.9805,0.394,4.0815,1.9528,0.8221,28.5974
Fiji,2000,Female,7.0514,0.7734,1.2243,0.5607,0.9894,21.9541
Finland,2020,Both sexes,3.1441,0.1229,2.0564,0.38,0.0823,9.577
Finland,2020,Male,2.2193,0.1301,1.2723,0.0502,0.1279,8.5441
Finland,2020,Female,4.8324,0.1497,1.4218,0.3183,0.1887,10.6652
Finland,2015,Both sexes,5.389,0.0438,2.4243,0.4622,0.0501,12.6376
Finland,2015,Male,2.3943,0.0156,2.5273,0.1796,0.1492,9.3803
Finland,2015,Female,6.6532,0.0676,1.5009,0.1335,0.1559,9.5294
Finland,2010,Both sexes,4.7197,0.0282,2.8679,0.3433,0.036,12.9028
Finland,2010,Male,5.1463,0.0131,1.5162,0.3707,0.175,11.4932
Finland,2010,Female,4.6446,0.0605,2.4296,0.3596,0.1664,9.9479
Finland,2005,Both sexes,4.4046,0.1197,1.7097,0.1937,0.026,10.6604
Finland,2005,Male,5.3578,0.0893,2.7438,0.1635,0.0364,10.5678
Finland,2005,Female,2.9314,0.0538,2.7694,0.4802,0.0288,7.8044
Finland,2000,Both sexes,3.0916,0.1016,0.7185,0.4655,0.0803,6.3267
Finland,2000,Male,7.1707,0.0425,2.8412,0.2558,0.1117,11.7393
Finland,2000,Female,7.6767,0.012,2.5638,0.4308,0.1158,13.6643
France,2020,Both sexes,4.2399,0.117,2.4783,0.2535,0.0682,10.8067
France,2020,Male,3.6245,0.0973,1.0023,0.241,0.1841,8.2862
France,2020,Female,5.864,0.1167,2.5128,0.1205,0.0863,11.7942
France,2015,Both sexes,4.4524,0.0155,2.6253,0.2419,0.0282,9.8004
France,2015,Male,2.1523,0.1272,1.2229,0.2918,0.074,6.9516
France,2015,Female,2.9369,0.0967,2.8807,0.0601,0.1156,8.6169
France,2010,Both sexes,6.2958,0.0889,0.6247,0.2499,0.0935,10.1689
France,2010,Male,5.9535,0.0974,0.8748,0.4016,0.0693,9.8335
France,2010,Female,2.1626,0.131,1.844,0.356,0.0436,9.339
France,2005,Both sexes,3.3318,0.0922,1.9395,0.3358,0.1674,10.224
France,2005,Male,3.3864,0.0913,2.1129,0.4593,0.1993,8.008
France,2005,Female,6.0314,0.1487,0.5424,0.0581,0.0793,10.0127
France,2000,Both sexes,2.1183,0.1159,2.9009,0.3007,0.0887,10.288
France,2000,Male,2.6247,0.0719,0.6115,0.4043,0.1312,7.182
France,2000,Female,6.7995,0.109,0.8577,0.2936,0.1493,10.2579
Gabon,2020,Both sexes,6.7854,0.4503,1.0701,0.8506,0.4528,24.236
Gabon,2020,Male,11.5275,0.306,3.8343,0.5316,0.9144,26.2025
Gabon,2020,Female,7.3818,0.6372,5.6613,1.8089,0.604,33.5621
Gabon,2015,Both sexes,5.9944,0.9354,4.3297,1.1003,0.5054,30.0049
Gabon,2015,Male,7.4317,0.9362,5.1133,1.7928,0.682,30.6815
Gabon,2015,Female,12.2227,0.4077,1.0664,1.2959,0.9575,32.6849
Gabon,2010,Both sexes,13.557,0.5749,3.7101,1.4461,0.8151,27.5355
Gabon,2010,Male,13.3022,0.2905,3.2978,1.6672,0.136,27.2269
Gabon,2010,Female,8.9718,0.9961,3.4948,1.4206,0.3991,25.2161
Gabon,2005,Both sexes,11.6809,0.983,1.3611,0.9767,0.5235,21.9603
Gabon,2005,Male,7.0498,0.6846,4.4222,1.1732,0.3831,30.989
Gabon,2005,Female,7.9315,0.824,3.5161,1.6652,0.7302,28.9902
Gabon,2000,Both sexes,13.9634,0.7436,4.8257,0.9352,0.8436,26.3315
Gabon,2000,Male,5.13,0.6338,3.4265,0.9598,0.7582,20.8827
Gabon,2000,Female,5.8551,0.148,1.7469,0.4627,0.9904,23.8249
Gambia,2020,Both sexes,7.0789,0.5093,4.2413,1.8548,0.3453,29.2388
Gambia,2020,Male,5.2653,0.7073,1.8619,0.4548,0.8875,24.8218
Gambia,2020,Female,6.8144,0.7098,5.362,1.402,0.79,33.8584
Gambia,2015,Both sexes,10.8304,0.4358,4.0656,1.0024,0.426,23.5597
Gambia,2015,Male,9.2142,0.9475,1.786,0.9896,0.7607,24.4441
Gambia,2015,Female,13.9267,0.2506,5.8117,1.4552,0.1937,29.7052
Gambia,2010,Both sexes,13.1744,0.5503,3.5918,0.4141,0.8104,35.9493
Gambia,2010,Male,8.4182,0.7218,1.3645,1.3093,0.5791,17.9593
Gambia,2010,Female,7.5942,0.7274,4.1342,1.6125,0.3631,21.9912
Gambia,2005,Both sexes,8.7969,0.6838,2.266,1.708,0.6902,26.4378
Gambia,2005,Male,10.9029,0.3478,5.0185,0.5899,0.6775,23.1354
Gambia,2005,Female,7.6806,0.2406,5.0891,1.8256,0.2885,27.6649
Gambia,2000,Both sexes,11.2415,0.6723,5.8947,1.4154,0.1274,39.1394
Gambia,2000,Male,9.0941,0.6394,3.5093,1.7992,0.4903,34.4407
Gambia,2000,Female,10.5205,0.2614,3.2748,1.125,0.6126,23.6547
Georgia,2020,Both sexes,9.3613,0.7346,4.7674,1.2215,0.8889,28.473
Georgia,2020,Male,7.9447,0.5097,1.6624,1.8624,0.9354,24.2064
Georgia,2020,Female,14.4845,0.701,3.7346,1.8298,0.5759,28.5028
Georgia,2015,Both sexes,12.6361,0.8536,3.7312,1.0619,0.7784,37.0243
Georgia,2015,Male,6.4011,0.2528,1.4474,0.7665,0.4954,24.6667
Georgia,2015,Female,13.6847,0.1172,3.0899,0.9684,0.7715,37.762
Georgia,2010,Both sexes,9.8743,0.8012,5.2664,0.9592,0.2843,34.4157
Georgia,2010,Male,13.9455,0.6487,5.2808,0.7877,0.434,33.0771
Georgia,2010,Female,12.9986,0.7297,1.4962,0.7566,0.6708,26.3436
Georgia,2005,Both sexes,9.2521,0.8543,1.4536,1.7638,0.1163,26.26
Georgia,2005,Male,5.2247,0.8225,2.3135,0.4188,0.7502,24.5568
Georgia,2005,Female,7.6868,0.9648,5.3738,1.4519,0.852,27.1114
Georgia,2000,Both sexes,10.4163,0.5823,1.6445,0.5938,0.4592,22.7134
Georgia,2000,Male,11.3348,0.5396,4.6,0.8857,0.5031,36.1282
Georgia,2000,Female,7.5789,0.4617,1.5058,0.4046,0.8662,25.1019
Germany,2020,Both sexes,2.8361,0.0315,2.0578,0.1715,0.1596,8.7612
Germany,2020,Male,7.0096,0.0902,1.3902,0.3958,0.0719,12.2792
Germany,2020,Female,7.9064,0.0488,2.4723,0.4483,0.0783,15.39
Germany,2015,Both sexes,5.1541,0.139,1.0842,0.1497,0.1422,10.4746
Germany,2015,Male,3.0301,0.0916,2.098,0.2586,0.1214,8.8472
Germany,2015,Female,3.6338,0.093,1.0892,0.2616,0.0492,8.3342
Germany,2010,Both sexes,2.1103,0.0597,2.2842,0.4431,0.0758,9.9378
Germany,2010,Male,7.4858,0.0173,2.6842,0.3933,0.182,13.6454
Germany,2010,Female,2.7065,0.0144,0.817,0.2809,0.1439,7.1052
Germany,2005,Both sexes,5.4591,0.0693,2.6665,0.3518,0.1975,12.5954
Germany,2005,Male,3.6443,0.0218,1.9839,0.4313,0.1581,11.2328
Germany,2005,Female,5.3251,0.095,0.8178,0.0543,0.1896,9.6686
Germany,2000,Both sexes,5.9085,0.1333,1.5689,0.2313,0.0589,11.8903
Germany,2000,Male,6.9785,0.1336,0.9022,0.4583,0.1589,10.3336
Germany,2000,Female,3.2385,0.1023,2.2509,0.3831,0.0236,10.4033
Ghana,2020,Both sexes,8.1869,3.9572,9.8298,3.1714,3.5184,60.2712
Ghana,2020,Male,10.3271,13.082,3.9522,3.1186,2.6118,77.7614
Ghana,2020,Female,23.3003,13.4053,7.5553,2.3911,2.0604,84.581
Ghana,2015,Both sexes,22.8561,3.7532,10.3316,3.0821,4.3808,92.9031
Ghana,2015,Male,18.156,11.324,11.4255,3.6215,4.3442,66.7577
Ghana,2015,Female,18.2088,5.0113,7.6217,2.6735,0.6004,58.6683
Ghana,2010,Both sexes,19.3056,12.237,11.5525,3.8566,3.2428,90.5011
Ghana,2010,Male,10.9813,14.9613,7.8212,4.4449,2.1552,90.7007
Ghana,2010,Female,23.545,1.4204,6.5477,1.6187,2.3705,80.5183
Ghana,2005,Both sexes,15.1191,13.5631,10.6338,2.8062,4.2442,83.5956
Ghana,2005,Male,14.5134,9.7168,7.4368,2.6321,1.8943,69.7741
Ghana,2005,Female,16.8216,14.6274,7.2471,3.7499,4.7437,68.8145
Ghana,2000,Both sexes,8.7984,7.5101,7.4128,1.9995,1.3084,79.9919
Ghana,2000,Male,10.8268,12.8634,10.6211,3.561,3.4823,61.8029
Ghana,2000,Female,20.5466,1.8735,10.4875,4.51,3.5245,98.4302
Greece,2020,Both sexes,2.4968,0.0569,1.5088,0.2382,0.0654,6.6131
Greece,2020,Male,5.6189,0.0194,1.3332,0.46,0.0785,12.0282
Greece,2020,Female,3.4721,0.1465,1.7298,0.4969,0.1703,9.0692
Greece,2015,Both sexes,4.3358,0.1244,1.9319,0.0977,0.1571,7.6592
Greece,2015,Male,3.7322,0.1294,1.0958,0.1549,0.0792,8.689
Greece,2015,Female,4.134,0.1413,2.4849,0.4777,0.1161,8.3714
Greece,2010,Both sexes,6.3143,0.0219,1.7162,0.4812,0.0311,10.3701
Greece,2010,Male,3.7827,0.064,1.3351,0.094,0.0576,9.1412
Greece,2010,Female,5.3984,0.0199,0.7671,0.0567,0.1074,7.3496
Greece,2005,Both sexes,4.8563,0.0395,1.0971,0.1225,0.0355,10.6358
Greece,2005,Male,5.982,0.0421,2.8732,0.4982,0.1718,11.4333
Greece,2005,Female,7.621,0.0757,1.2627,0.131,0.1492,13.1558
Greece,2000,Both sexes,6.3954,0.0476,0.9221,0.2761,0.1899,10.2747
Greece,2000,Male,3.2896,0.0241,1.6517,0.4318,0.1448,10.082
Greece,2000,Female,2.1871,0.0334,1.2677,0.0592,0.1893,6.8935
Guatemala,2020,Both sexes,7.6226,0.2325,1.1758,1.3276,0.5991,20.3196
Guatemala,2020,Male,10.9508,0.9758,2.6157,0.7709,0.6402,34.0067
Guatemala,2020,Female,5.5143,0.7834,3.7205,1.766,0.9793,22.5275
Guatemala,2015,Both sexes,9.9637,0.971,3.7586,0.7819,0.6779,23.1417
Guatemala,2015,Male,10.9684,0.4958,2.7828,1.4675,0.1277,33.7559
Guatemala,2015,Female,8.3424,0.3505,3.2365,1.4462,0.7514,31.0461
Guatemala,2010,Both sexes,12.7091,0.8185,5.8276,0.6765,0.9149,36.0098
Guatemala,2010,Male,6.066,0.3936,2.8867,0.3592,0.816,27.7056
Guatemala,2010,Female,5.7514,0.3694,2.2911,0.9957,0.6254,25.2207
Guatemala,2005,Both sexes,12.2819,0.3093,2.2173,0.7916,0.7042,34.7941
Guatemala,2005,Male,9.9549,0.2167,3.2888,1.6753,0.9912,23.1588
Guatemala,2005,Female,11.884,0.3308,4.7976,1.6606,0.1816,34.4132
Guatemala,2000,Both sexes,9.3483,0.4198,2.0299,1.0769,0.7005,28.9421
Guatemala,2000,Male,7.464,0.7066,4.5465,1.3311,0.3551,29.6195
Guatemala,2000,Female,13.191,0.1563,1.1057,1.3272,0.6761,25.007
Guinea,2020,Both sexes,21.5901,3.9471,6.7704,4.3086,3.2343,75.0631
Guinea,2020,Male,19.8098,12.3263,9.9828,2.7,1.1906,91.9372
Guinea,2020,Female,12.6265,3.0569,6.0486,2.1018,1.4304,72.7323
Guinea,2015,Both sexes,18.0339,5.797,8.0736,2.0601,3.2973,78.6278
Guinea,2015,Male,14.1366,13.1052,4.8448,3.1448,1.077,58.6134
Guinea,2015,Female,9.5569,3.169,9.678,2.7966,1.6933,86.1821
Guinea,2010,Both sexes,23.5943,2.1583,3.4705,2.7605,4.2586,62.595
Guinea,2010,Male,10.3259,7.7835,10.6729,1.3645,1.9719,82.689
Guinea,2010,Female,24.154,5.2339,4.7838,3.8744,2.6963,91.7397
Guinea,2005,Both sexes,15.5821,8.8877,10.8696,1.8549,4.7351,77.7341
Guinea,2005,Male,11.1473,12.2533,6.1728,1.7878,1.5222,81.4475
Guinea,2005,Female,17.2123,2.9201,9.5042,2.651,2.2533,61.7028
Guinea,2000,Both sexes,22.8401,9.1298,5.873,1.9111,3.2291,88.062
Guinea,2000,Male,20.4478,8.0771,11.1532,3.3354,3.899,98.0501
Guinea,2000,Female,21.7115,3.0171,4.1397,2.4859,4.5574,80.3222
Guinea-Bissau,2020,Both sexes,11.5878,0.6616,1.8926,1.0631,0.9239,34.6771
Guinea-Bissau,2020,Male,11.9228,0.3463,3.4652,1.2132,0.799,25.7186
Guinea-Bissau,2020,Female,13.492,0.5391,1.4097,0.646,0.3055,35.6109
Guinea-Bissau,2015,Both sexes,7.4967,0.174,1.9799,0.5648,0.1223,25.8937
Guinea-Bissau,2015,Male,9.8942,0.5136,5.7188,1.7967,0.4454,37.3356
Guinea-Bissau,2015,Female,7.2121,0.3758,5.8824,1.0373,0.2274,22.8513
Guinea-Bissau,2010,Both sexes,14.8767,0.8401,2.8813,1.0006,0.7393,33.3433
Guinea-Bissau,2010,Male,14.4406,0.1513,5.6164,0.3605,0.695,27.1695
Guinea-Bissau,2010,Female,5.3943,0.4767,3.7241,1.1466,0.1396,19.2283
Guinea-Bissau,2005,Both sexes,12.0558,0.5126,2.3487,1.2421,0.8529,35.6601
Guinea-Bissau,2005,Male,14.2525,0.7525,4.512,1.25,0.3239,34.687
Guinea-Bissau,2005,Female,6.8058,0.6169,4.2945,1.502,0.489,19.0611
Guinea-Bissau,2000,Both sexes,10.6795,0.7005,5.9456,0.6017,0.7011,30.665
Guinea-Bissau,2000,Male,14.1549,0.7993,2.3252,0.7288,0.4865,26.9173
Guinea-Bissau,2000,Female,5.3395,0.876,4.3603,1.6782,0.4972,27.234
Guyana,2020,Both sexes,11.9742,0.3825,1.2601,1.9102,0.1591,28.3858
Guyana,2020,Male,7.9735,0.5842,1.5682,0.5311,0.4613,21.3765
Guyana,2020,Female,14.244,0.8561,1.0196,1.146,0.7884,27.0107
Guyana,2015,Both sexes,14.7106,0.9905,5.9973,0.6641,0.9237,33.8182
Guyana,2015,Male,14.4427,0.9006,5.0114,0.4021,0.4721,29.1001
Guyana,2015,Female,9.7421,0.4343,4.9336,0.8534,0.4812,23.4418
Guyana,2010,Both sexes,13.6204,0.2756,3.5486,0.5443,0.7324,31.9067
Guyana,2010,Male,13.4455,0.5405,2.5003,1.5069,0.9485,36.6825
Guyana,2010,Female,8.191,0.7675,1.7563,1.2073,0.3404,19.2605
Guyana,2005,Both sexes,13.2892,0.5433,2.4234,0.5445,0.4961,22.7068
Guyana,2005,Male,5.3701,0.5349,2.8799,0.3157,0.8164,26.2324
Guyana,2005,Female,10.9627,0.8544,4.7816,1.6739,0.6487,35.1207
Guyana,2000,Both sexes,7.3001,0.4253,3.6983,0.5995,0.1995,30.2181
Guyana,2000,Male,6.2057,0.8738,1.3874,1.3306,0.665,27.0911
Guyana,2000,Female,5.7695,0.4661,1.0901,0.8728,0.2681,13.85
Haiti,2020,Both sexes,19.8369,5.5953,3.921,3.3419,2.796,61.3094
Haiti,2020,Male,13.7779,7.3559,6.6945,2.2626,2.881,59.4296
Haiti,2020,Female,20.321,11.6743,11.3987,1.3478,4.4429,68.2195
Haiti,2015,Both sexes,9.1111,2.764,8.7366,1.8918,2.5812,76.2114
Haiti,2015,Male,13.3599,3.7499,10.2164,1.7522,1.7575,85.0001
Haiti,2015,Female,17.1714,14.3202,7.1974,2.7121,1.5393,80.6516
Haiti,2010,Both sexes,21.4423,3.4569,6.255,3.6331,4.4341,78.165
Haiti,2010,Male,13.4188,8.9482,3.9756,2.0552,1.2695,54.0086
Haiti,2010,Female,18.6402,9.1104,10.8834,1.0483,2.4164,71.9854
Haiti,2005,Both sexes,23.0616,7.8547,10.0484,3.0757,1.3423,88.5378
Haiti,2005,Male,18.4697,10.0264,4.5131,3.423,3.9799,72.3096
Haiti,2005,Female,11.9603,4.2176,7.6103,4.8515,2.6347,79.1291
Haiti,2000,Both sexes,8.4148,8.7373,7.3864,3.3579,2.0801,56.2717
Haiti,2000,Male,22.7917,6.2104,8.6258,2.8847,2.1249,69.0069
Haiti,2000,Female,8.3616,10.2633,11.5157,3.2936,4.335,86.7679
